w_geocode,h_geocode,S000,SA01,SA02,SA03,SE01,SE02,SE03,SI01,SI02,SI03,createdate,w_tract,h_tract,h_county
060014005001003,060014235002001,1,1,0,0,0,1,0,0,0,1,20231016,06001400500,06001423500,06001
060014005001003,060014238003003,1,1,0,0,0,0,1,0,1,0,20231016,06001400500,06001423800,06001
060014005001003,060014240013002,1,1,0,0,0,0,1,0,0,1,20231016,06001400500,06001424001,06001
060014005001003,060014323001008,1,0,0,1,0,0,1,0,1,0,20231016,06001400500,06001432300,06001
060014005001003,060014354001009,1,1,0,0,1,0,0,0,0,1,20231016,06001400500,06001435400,06001
060014005001003,060014371021002,1,1,0,0,1,0,0,0,0,1,20231016,06001400500,06001437102,06001
060014005001003,060014382043019,1,0,1,0,1,0,0,0,0,1,20231016,06001400500,06001438204,06001
060014005001003,060133180002016,1,0,0,1,0,0,1,0,0,1,20231016,06001400500,06013318000,06013
060014005001003,060133200043001,1,1,0,0,1,0,0,0,1,0,20231016,06001400500,06013320004,06013
060014005001003,060133250001017,1,0,1,0,1,0,0,0,0,1,20231016,06001400500,06013325000,06013
060014005001003,060133340012003,1,0,0,1,1,0,0,0,1,0,20231016,06001400500,06013334001,06013
060014005001003,060133340073014,1,0,0,1,1,0,0,0,1,0,20231016,06001400500,06013334007,06013
060014005001003,060133430021015,1,1,0,0,0,1,0,0,1,0,20231016,06001400500,06013343002,06013
060014005001003,060133461011020,1,0,1,0,0,0,1,0,1,0,20231016,06001400500,06013346101,06013
060014005001003,060133462032003,1,0,0,1,1,0,0,0,1,0,20231016,06001400500,06013346203,06013
060014005001003,060133660023004,1,0,0,1,1,0,0,0,0,1,20231016,06001400500,06013366002,06013
060014005001003,060133840002002,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06013384000,06013
060014005001003,060190041001070,1,0,1,0,0,0,1,0,1,0,20231016,06001400500,06019004100,06019
060014005001003,060411041032000,1,0,1,0,0,1,0,0,0,1,20231016,06001400500,06041104103,06041
060014005001003,060411081001002,1,0,0,1,0,0,1,0,1,0,20231016,06001400500,06041108100,06041
060014005001003,060411200022005,1,0,1,0,0,1,0,0,0,1,20231016,06001400500,06041120002,06041
060014005001003,060411330003001,1,0,1,0,0,1,0,0,0,1,20231016,06001400500,06041133000,06041
060014005001003,060430003022015,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06043000302,06043
060014005001003,060750109011001,1,0,0,1,0,0,1,0,1,0,20231016,06001400500,06075010901,06075
060014005001003,060750218003006,1,0,0,1,0,0,1,0,0,1,20231016,06001400500,06075021800,06075
060014005001003,060750308005005,1,0,1,0,0,1,0,0,0,1,20231016,06001400500,06075030800,06075
060014005001003,060750330012003,1,1,0,0,0,1,0,0,0,1,20231016,06001400500,06075033001,06075
060014005001003,060750332043007,1,0,0,1,1,0,0,0,1,0,20231016,06001400500,06075033204,06075
060014005001003,060750452021000,1,0,1,0,1,0,0,0,0,1,20231016,06001400500,06075045202,06075
060014005001003,060770001021030,1,0,1,0,1,0,0,0,0,1,20231016,06001400500,06077000102,06077
060014005001003,060770009001014,1,0,1,0,1,0,0,0,0,1,20231016,06001400500,06077000900,06077
060014005001003,060855078084010,1,0,1,0,1,0,0,0,0,1,20231016,06001400500,06085507808,06085
060014005001003,060952510002011,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06095251000,06095
060014005001003,060952510002025,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06095251000,06095
060014005001004,060014005001004,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06001400500,06001
060014005001004,060014005001010,1,0,1,0,1,0,0,0,0,1,20231016,06001400500,06001400500,06001
060014005001004,060014005002000,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06001400500,06001
060014005001004,060014005002005,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06001400500,06001
060014005001004,060014005003004,1,0,1,0,0,0,1,0,1,0,20231016,06001400500,06001400500,06001
060014005001004,060014007003002,1,0,0,1,0,0,1,1,0,0,20231016,06001400500,06001400700,06001
060014005001004,060014007004010,1,0,0,1,0,0,1,1,0,0,20231016,06001400500,06001400700,06001
060014005001004,060014014003005,1,0,1,0,0,1,0,0,0,1,20231016,06001400500,06001401400,06001
060014005001004,060014016002014,1,0,1,0,0,1,0,0,0,1,20231016,06001400500,06001401600,06001
060014005001004,060014034011012,2,0,2,0,1,0,1,0,0,2,20231016,06001400500,06001403401,06001
060014005001004,060014036002001,1,0,0,1,1,0,0,0,0,1,20231016,06001400500,06001403600,06001
060014005001004,060014042003000,1,0,1,0,0,1,0,0,0,1,20231016,06001400500,06001404200,06001
060014005001004,060014071011002,1,1,0,0,1,0,0,0,0,1,20231016,06001400500,06001407101,06001
060014005001004,060014071011003,1,1,0,0,1,0,0,0,0,1,20231016,06001400500,06001407101,06001
060014005001004,060014082003000,1,1,0,0,0,0,1,1,0,0,20231016,06001400500,06001408200,06001
060014005001004,060014087003007,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06001408700,06001
060014005001004,060014087006012,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06001408700,06001
060014005001004,060014092002003,1,0,1,0,1,0,0,0,0,1,20231016,06001400500,06001409200,06001
060014005001004,060014102002000,1,0,1,0,1,0,0,0,0,1,20231016,06001400500,06001410200,06001
060014005001004,060014215001009,1,0,0,1,0,0,1,0,0,1,20231016,06001400500,06001421500,06001
060014005001004,060014284003000,1,0,1,0,0,1,0,0,0,1,20231016,06001400500,06001428400,06001
060014005001004,060014323002003,1,0,0,1,0,0,1,0,1,0,20231016,06001400500,06001432300,06001
060014005001004,060014323003002,1,0,0,1,0,0,1,0,1,0,20231016,06001400500,06001432300,06001
060014005001004,060014351033000,1,0,1,0,0,0,1,1,0,0,20231016,06001400500,06001435103,06001
060014005001004,060133591052007,1,0,1,0,1,0,0,0,0,1,20231016,06001400500,06013359105,06013
060014005001004,060133660022001,1,0,0,1,1,0,0,0,0,1,20231016,06001400500,06013366002,06013
060014005001004,060133660023009,1,0,0,1,1,0,0,0,0,1,20231016,06001400500,06013366002,06013
060014005001004,060133660023013,1,0,0,1,1,0,0,0,0,1,20231016,06001400500,06013366002,06013
060014005001004,060133672002011,1,0,0,1,0,0,1,1,0,0,20231016,06001400500,06013367200,06013
060014005001004,060411043001003,1,1,0,0,1,0,0,0,0,1,20231016,06001400500,06041104300,06041
060014005001004,060411192021002,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06041119202,06041
060014005001004,060411241002013,1,1,0,0,0,1,0,0,0,1,20231016,06001400500,06041124100,06041
060014005001004,060430004001035,1,0,0,1,0,1,0,0,0,1,20231016,06001400500,06043000400,06043
060014005001004,060750132002002,1,0,1,0,0,1,0,0,0,1,20231016,06001400500,06075013200,06075
060014005001004,060750152011001,1,0,1,0,1,0,0,0,0,1,20231016,06001400500,06075015201,06075
060014005001004,060750204022000,1,0,1,0,1,0,0,0,0,1,20231016,06001400500,06075020402,06075
060014005001004,060750232001006,1,0,1,0,0,1,0,0,0,1,20231016,06001400500,06075023200,06075
060014005001004,060750260042003,1,0,1,0,1,0,0,0,0,1,20231016,06001400500,06075026004,06075
060014005001004,060750352011004,1,0,1,0,0,1,0,0,0,1,20231016,06001400500,06075035201,06075
060014005001004,060750354005005,1,0,1,0,0,1,0,0,0,1,20231016,06001400500,06075035400,06075
060014005001004,060750610001011,1,0,0,1,0,0,1,0,0,1,20231016,06001400500,06075061000,06075
060014005001004,060750615042000,1,0,1,0,1,0,0,0,0,1,20231016,06001400500,06075061504,06075
060014005001004,060770012002018,1,0,1,0,1,0,0,0,0,1,20231016,06001400500,06077001200,06077
060014005001004,060770032193002,1,0,1,0,0,1,0,0,0,1,20231016,06001400500,06077003219,06077
060014005001004,060770034044003,1,0,1,0,0,1,0,0,0,1,20231016,06001400500,06077003404,06077
060014005001004,060770047043014,1,0,1,0,0,1,0,0,0,1,20231016,06001400500,06077004704,06077
060014005001004,060816025002004,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06081602500,06081
060014005001004,060855061012015,1,0,1,0,0,1,0,0,0,1,20231016,06001400500,06085506101,06085
060014005001004,060855091084018,1,0,1,0,1,0,0,0,0,1,20231016,06001400500,06085509108,06085
060014005001004,060952510001009,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06095251000,06095
060014005001004,060952523153014,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06095252315,06095
060014005001004,060952534023014,1,0,1,0,1,0,0,0,0,1,20231016,06001400500,06095253402,06095
060014005001005,060014005003007,1,0,1,0,0,1,0,0,0,1,20231016,06001400500,06001400500,06001
060014005001006,060014061002002,1,0,1,0,1,0,0,0,0,1,20231016,06001400500,06001406100,06001
060014005001006,060014351034006,1,0,0,1,0,0,1,0,0,1,20231016,06001400500,06001435103,06001
060014005001006,060070008003011,1,1,0,0,1,0,0,0,0,1,20231016,06001400500,06007000800,06007
060014005001006,060133530012013,1,0,0,1,0,0,1,0,0,1,20231016,06001400500,06013353001,06013
060014005001006,060133852001002,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06013385200,06013
060014005001006,060411121003004,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06041112100,06041
060014005001006,060750107011003,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06075010701,06075
060014005001006,060750428003007,1,0,0,1,0,0,1,0,0,1,20231016,06001400500,06075042800,06075
060014005001006,060770049052012,1,0,1,0,0,1,0,0,0,1,20231016,06001400500,06077004905,06077
060014005001006,060952512001031,1,0,1,0,1,0,0,0,0,1,20231016,06001400500,06095251200,06095
060014005001006,060990010021007,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06099001002,06099
060014005001007,060014005002003,1,1,0,0,0,0,1,0,0,1,20231016,06001400500,06001400500,06001
060014005001007,060014010003003,1,1,0,0,0,0,1,0,0,1,20231016,06001400500,06001401000,06001
060014005001007,060014015002002,1,0,1,0,0,1,0,0,0,1,20231016,06001400500,06001401500,06001
060014005001007,060014053012001,1,0,1,0,0,1,0,0,0,1,20231016,06001400500,06001405301,06001
060014005001007,060014230002013,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06001423000,06001
060014005001007,060014380002010,1,0,0,1,0,1,0,0,0,1,20231016,06001400500,06001438000,06001
060014005001007,060133750001019,1,1,0,0,0,0,1,0,0,1,20231016,06001400500,06013375000,06013
060014005001007,060133770004001,1,1,0,0,0,1,0,0,0,1,20231016,06001400500,06013377000,06013
060014005001007,060770045012014,1,0,1,0,0,1,0,0,0,1,20231016,06001400500,06077004501,06077
060014005001008,060014001001013,1,1,0,0,0,0,1,0,0,1,20231016,06001400500,06001400100,06001
060014005001008,060014052004002,1,1,0,0,1,0,0,0,1,0,20231016,06001400500,06001405200,06001
060014005001008,060014052004008,1,1,0,0,1,0,0,0,1,0,20231016,06001400500,06001405200,06001
060014005001008,060014061002022,1,0,1,0,1,0,0,0,1,0,20231016,06001400500,06001406100,06001
060014005001008,060014229011000,1,0,1,0,1,0,0,0,0,1,20231016,06001400500,06001422901,06001
060014005001008,060750122021002,1,1,0,0,0,0,1,0,0,1,20231016,06001400500,06075012202,06075
060014005001008,060750604001000,1,0,0,1,0,1,0,0,0,1,20231016,06001400500,06075060400,06075
060014005001009,060014005002001,1,0,0,1,0,0,1,0,0,1,20231016,06001400500,06001400500,06001
060014005001009,060014005002002,1,0,0,1,0,0,1,0,0,1,20231016,06001400500,06001400500,06001
060014005001009,060014016002015,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06001401600,06001
060014005001009,060014050002000,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06001405000,06001
060014005001009,060014071024007,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06001407102,06001
060014005001009,060014074001000,1,0,1,0,0,1,0,0,0,1,20231016,06001400500,06001407400,06001
060014005001009,060014221001004,2,0,2,0,0,0,2,0,0,2,20231016,06001400500,06001422100,06001
060014005001009,060133050005027,1,0,1,0,1,0,0,0,0,1,20231016,06001400500,06013305000,06013
060014005001009,060133390041006,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06013339004,06013
060014005001009,060759809001014,1,1,0,0,0,1,0,0,0,1,20231016,06001400500,06075980900,06075
060014005001010,060014005003000,1,0,1,0,1,0,0,0,0,1,20231016,06001400500,06001400500,06001
060014005001010,060014215001012,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06001421500,06001
060014005001010,060014221002004,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06001422100,06001
060014005001011,060133190023005,1,0,1,0,1,0,0,0,0,1,20231016,06001400500,06013319002,06013
060014005001011,060590117072004,1,0,1,0,1,0,0,0,0,1,20231016,06001400500,06059011707,06059
060014005001012,060014005001010,1,0,1,0,1,0,0,0,0,1,20231016,06001400500,06001400500,06001
060014005001012,060014005003006,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06001400500,06001
060014005001012,060014006001000,1,0,1,0,0,1,0,0,0,1,20231016,06001400500,06001400600,06001
060014005001012,060014092001006,1,0,1,0,1,0,0,0,0,1,20231016,06001400500,06001409200,06001
060014005001012,060014215002023,1,0,0,1,0,0,1,0,0,1,20231016,06001400500,06001421500,06001
060014005001012,060670075032001,1,0,1,0,0,1,0,0,0,1,20231016,06001400500,06067007503,06067
060014005001012,060770006002026,1,0,1,0,1,0,0,0,0,1,20231016,06001400500,06077000600,06077
060014005001013,060014083003008,1,0,1,0,0,1,0,0,1,0,20231016,06001400500,06001408300,06001
060014005001013,060014239011002,1,0,1,0,0,1,0,0,0,1,20231016,06001400500,06001423901,06001
060014005001013,060014331042003,1,0,1,0,1,0,0,0,1,0,20231016,06001400500,06001433104,06001
060014005001013,060014371022000,1,0,0,1,0,1,0,0,1,0,20231016,06001400500,06001437102,06001
060014005001013,060133400033009,1,1,0,0,0,1,0,0,0,1,20231016,06001400500,06013340003,06013
060014005001013,060750257012011,1,1,0,0,0,1,0,0,0,1,20231016,06001400500,06075025701,06075
060014005001013,060855036023000,1,0,1,0,0,0,1,0,1,0,20231016,06001400500,06085503602,06085
060014005001013,061070025004007,1,1,0,0,1,0,0,0,1,0,20231016,06001400500,06107002500,06107
060014005001014,060014055002005,1,1,0,0,0,1,0,0,0,1,20231016,06001400500,06001405500,06001
060014005001014,060014059011008,1,1,0,0,1,0,0,0,0,1,20231016,06001400500,06001405901,06001
060014005001014,060014062013001,1,0,1,0,0,1,0,0,0,1,20231016,06001400500,06001406201,06001
060014005001014,060014092001003,1,1,0,0,0,1,0,0,0,1,20231016,06001400500,06001409200,06001
060014005001014,060014240011006,1,1,0,0,0,1,0,0,0,1,20231016,06001400500,06001424001,06001
060014005001014,060014351021015,1,0,1,0,1,0,0,0,0,1,20231016,06001400500,06001435102,06001
060014005001014,060014379001010,1,1,0,0,0,0,1,0,0,1,20231016,06001400500,06001437900,06001
060014005001014,060133430021018,1,0,1,0,0,1,0,0,0,1,20231016,06001400500,06013343002,06013
060014005001014,060133522021024,1,1,0,0,0,0,1,0,0,1,20231016,06001400500,06013352202,06013
060014005001014,060133770002000,1,1,0,0,0,1,0,0,0,1,20231016,06001400500,06013377000,06013
060014005001014,060411082022001,1,0,1,0,1,0,0,0,0,1,20231016,06001400500,06041108202,06041
060014005001014,060670042013011,1,0,0,1,0,1,0,0,0,1,20231016,06001400500,06067004201,06067
060014005001014,060750158022005,1,1,0,0,1,0,0,0,0,1,20231016,06001400500,06075015802,06075
060014005001014,060750330012003,1,0,1,0,1,0,0,0,0,1,20231016,06001400500,06075033001,06075
060014005001014,060770032171004,1,0,1,0,0,1,0,0,0,1,20231016,06001400500,06077003217,06077
060014005001014,060952501062003,1,0,1,0,1,0,0,0,0,1,20231016,06001400500,06095250106,06095
060014005001014,061010507021067,1,0,1,0,0,1,0,0,0,1,20231016,06001400500,06101050702,06101
060014005001015,060014005001003,1,0,0,1,0,1,0,0,0,1,20231016,06001400500,06001400500,06001
060014005001015,060014005003001,1,0,0,1,0,1,0,0,0,1,20231016,06001400500,06001400500,06001
060014005001015,060014087005001,1,0,0,1,1,0,0,0,0,1,20231016,06001400500,06001408700,06001
060014005001015,060014230002013,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06001423000,06001
060014005001015,060014231001008,1,0,1,0,1,0,0,0,0,1,20231016,06001400500,06001423100,06001
060014005001015,060014351033000,1,1,0,0,0,0,1,0,0,1,20231016,06001400500,06001435103,06001
060014005001015,060014360003014,1,0,0,1,0,1,0,0,0,1,20231016,06001400500,06001436000,06001
060014005001015,060133430011001,1,1,0,0,0,0,1,0,0,1,20231016,06001400500,06013343001,06013
060014005001015,060133671004004,1,0,1,0,0,1,0,0,0,1,20231016,06001400500,06013367100,06013
060014005001015,060133790004027,1,0,0,1,1,0,0,0,0,1,20231016,06001400500,06013379000,06013
060014005001015,060770008032013,1,0,0,1,0,1,0,0,0,1,20231016,06001400500,06077000803,06077
060014005001015,060770032194003,1,0,1,0,0,1,0,0,0,1,20231016,06001400500,06077003219,06077
060014005001015,060952522053014,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06095252205,06095
060014005001016,060014008003004,1,1,0,0,0,0,1,0,0,1,20231016,06001400500,06001400800,06001
060014005001016,060014016001027,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06001401600,06001
060014005001016,060014035014012,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06001403501,06001
060014005001016,060014042003000,1,0,0,1,0,1,0,0,0,1,20231016,06001400500,06001404200,06001
060014005001016,060014049002000,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06001404900,06001
060014005001016,060014049003010,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06001404900,06001
060014005001016,060014066012004,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06001406601,06001
060014005001016,060014066022005,1,1,0,0,0,0,1,0,0,1,20231016,06001400500,06001406602,06001
060014005001016,060014103003001,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06001410300,06001
060014005001016,060014236021002,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06001423602,06001
060014005001016,060014261006005,1,1,0,0,0,0,1,0,0,1,20231016,06001400500,06001426100,06001
060014005001016,060014276001001,1,0,1,0,0,1,0,0,0,1,20231016,06001400500,06001427600,06001
060014005001016,060014276003006,1,0,1,0,0,1,0,0,0,1,20231016,06001400500,06001427600,06001
060014005001016,060014277004006,1,0,0,1,0,0,1,0,0,1,20231016,06001400500,06001427700,06001
060014005001016,060014359002003,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06001435900,06001
060014005001016,060014371022000,1,0,0,1,0,1,0,0,0,1,20231016,06001400500,06001437102,06001
060014005001016,060014403012013,1,0,1,0,0,1,0,0,0,1,20231016,06001400500,06001440301,06001
060014005001016,060133240041000,1,0,0,1,0,0,1,0,0,1,20231016,06001400500,06013324004,06013
060014005001016,060133452052012,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06013345205,06013
060014005001016,060670059042003,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06067005904,06067
060014005001016,060750111011000,1,0,0,1,1,0,0,0,0,1,20231016,06001400500,06075011101,06075
060014005001016,060750162002001,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06075016200,06075
060014005001016,060750478023003,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06075047802,06075
060014005001016,060816082002002,1,0,0,1,0,1,0,0,0,1,20231016,06001400500,06081608200,06081
060014005001016,060952502001003,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06095250200,06095
060014005001016,060952521031007,1,0,0,1,0,0,1,0,0,1,20231016,06001400500,06095252103,06095
060014005001016,060952523152007,1,0,0,1,0,0,1,0,0,1,20231016,06001400500,06095252315,06095
060014005001017,060014025001004,1,0,0,1,0,1,0,0,0,1,20231016,06001400500,06001402500,06001
060014005001017,060816032003000,1,0,1,0,0,1,0,0,0,1,20231016,06001400500,06081603200,06081
060014005002000,060750253001000,1,1,0,0,0,1,0,0,0,1,20231016,06001400500,06075025300,06075
060014005002001,060014050003013,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06001405000,06001
060014005002001,060133592041000,1,1,0,0,0,1,0,0,0,1,20231016,06001400500,06013359204,06013
060014005002001,060750103003000,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06075010300,06075
060014005002002,060014041011015,1,1,0,0,1,0,0,0,0,1,20231016,06001400500,06001404101,06001
060014005002002,060014075002010,1,0,1,0,1,0,0,0,0,1,20231016,06001400500,06001407500,06001
060014005002002,060014076004001,1,0,1,0,1,0,0,0,0,1,20231016,06001400500,06001407600,06001
060014005002002,060014086003002,1,0,1,0,0,1,0,0,0,1,20231016,06001400500,06001408600,06001
060014005002002,060014098001002,1,0,0,1,1,0,0,0,0,1,20231016,06001400500,06001409800,06001
060014005002002,060014213001004,1,0,1,0,0,1,0,0,0,1,20231016,06001400500,06001421300,06001
060014005002002,060014240013004,1,1,0,0,0,1,0,0,0,1,20231016,06001400500,06001424001,06001
060014005002002,060014273005015,1,0,0,1,1,0,0,0,0,1,20231016,06001400500,06001427300,06001
060014005002002,060014281003002,1,0,0,1,1,0,0,0,0,1,20231016,06001400500,06001428100,06001
060014005002002,060133430032000,1,0,0,1,0,1,0,0,0,1,20231016,06001400500,06013343003,06013
060014005002002,060133551111008,1,0,0,1,1,0,0,0,0,1,20231016,06001400500,06013355111,06013
060014005002002,060750124043000,1,0,0,1,1,0,0,0,0,1,20231016,06001400500,06075012404,06075
060014005002002,060855072031000,1,0,0,1,1,0,0,0,0,1,20231016,06001400500,06085507203,06085
060014005002003,060014005001015,1,0,0,1,0,0,1,0,0,1,20231016,06001400500,06001400500,06001
060014005002003,060014371013007,1,0,1,0,1,0,0,0,0,1,20231016,06001400500,06001437101,06001
060014005002003,060014419243004,1,0,1,0,0,1,0,0,0,1,20231016,06001400500,06001441924,06001
060014005002003,060750176021001,1,0,0,1,0,0,1,0,0,1,20231016,06001400500,06075017602,06075
060014005002003,060770032032016,1,1,0,0,0,0,1,0,0,1,20231016,06001400500,06077003203,06077
060014005002003,060770032192000,1,0,0,1,0,1,0,0,0,1,20231016,06001400500,06077003219,06077
060014005002003,060770033112002,1,1,0,0,0,0,1,0,0,1,20231016,06001400500,06077003311,06077
060014005002004,060014035014012,1,0,1,0,0,1,0,0,0,1,20231016,06001400500,06001403501,06001
060014005002004,060014234003012,1,0,0,1,0,1,0,0,0,1,20231016,06001400500,06001423400,06001
060014005002004,060014378003006,1,0,0,1,0,1,0,0,0,1,20231016,06001400500,06001437800,06001
060014005002004,060750126022007,1,0,0,1,0,1,0,0,0,1,20231016,06001400500,06075012602,06075
060014005002004,060952506042002,1,0,0,1,0,1,0,0,0,1,20231016,06001400500,06095250604,06095
060014005002005,060014016002000,1,0,1,0,0,1,0,0,0,1,20231016,06001400500,06001401600,06001
060014005002005,060014045011012,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06001404501,06001
060014005002005,060770041083010,1,0,1,0,0,1,0,0,0,1,20231016,06001400500,06077004108,06077
060014005002005,060816008002003,1,0,1,0,1,0,0,0,0,1,20231016,06001400500,06081600800,06081
060014005002005,060952510002024,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06095251000,06095
060014005002006,060014228001004,1,1,0,0,0,0,1,1,0,0,20231016,06001400500,06001422800,06001
060014005002006,060014351022000,1,0,1,0,0,0,1,1,0,0,20231016,06001400500,06001435102,06001
060014005002006,060133211023014,1,1,0,0,0,1,0,1,0,0,20231016,06001400500,06013321102,06013
060014005002006,060133591051003,1,0,0,1,1,0,0,1,0,0,20231016,06001400500,06013359105,06013
060014005002006,060470006021004,1,1,0,0,0,0,1,1,0,0,20231016,06001400500,06047000602,06047
060014005002006,060670075011002,1,0,1,0,0,0,1,0,0,1,20231016,06001400500,06067007501,06067
060014005002006,060750607013012,1,0,0,1,1,0,0,1,0,0,20231016,06001400500,06075060701,06075
060014005002006,060770004023016,1,1,0,0,1,0,0,1,0,0,20231016,06001400500,06077000402,06077
060014005002006,060770009005005,1,1,0,0,1,0,0,1,0,0,20231016,06001400500,06077000900,06077
060014005002006,060770038061009,1,0,1,0,0,1,0,1,0,0,20231016,06001400500,06077003806,06077
060014005002006,060855044212008,1,0,1,0,0,1,0,1,0,0,20231016,06001400500,06085504421,06085
060014005002006,060952509001014,1,1,0,0,1,0,0,1,0,0,20231016,06001400500,06095250900,06095
060014005002006,060990006012007,1,1,0,0,1,0,0,1,0,0,20231016,06001400500,06099000601,06099
060014005002006,060990006022019,1,1,0,0,0,1,0,1,0,0,20231016,06001400500,06099000602,06099
060014005002006,060990039092001,1,0,1,0,1,0,0,1,0,0,20231016,06001400500,06099003909,06099
060014005002006,060990040003045,1,0,0,1,0,1,0,1,0,0,20231016,06001400500,06099004000,06099
060014005002006,061090042022022,1,1,0,0,0,1,0,1,0,0,20231016,06001400500,06109004202,06109
060014005002007,060014005001003,1,0,0,1,0,0,1,0,0,1,20231016,06001400500,06001400500,06001
